spec,treatment,event_time,estimate,se,ci_low,ci_high,n,switchers,n_w,switchers_w,window_start,window_end,subgroup_var,subgroup
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-5,-0.02196,0.00832,-0.03826,-0.00565,1747,51,1747,51,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-4,-0.01979,0.00746,-0.03442,-0.00516,2133,62,2133,62,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-3,-0.01776,0.00671,-0.03092,-0.00461,2524,71,2524,71,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-2,-0.01325,0.0053,-0.02364,-0.00286,2937,83,2937,83,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-1,-0.0064,0.00317,-0.0126,-1.9e-4,3363,92,3363,92,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,0,0,0,NA,NA,0,0,0,0,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,1,0.00113,0.00303,-0.0048,0.00707,3590,103,3590,103,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,2,0.00836,0.00536,-0.00215,0.01887,3370,99,3370,99,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,3,0.01449,0.00715,4.8e-4,0.02851,3152,92,3152,92,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,4,0.01516,0.00805,-6.3e-4,0.03095,2940,86,2940,86,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,5,0.00664,0.00909,-0.01117,0.02444,2731,80,2731,80,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,6,-0.00143,0.01011,-0.02126,0.01839,2527,74,2527,74,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,7,-0.01408,0.01336,-0.04027,0.0121,2327,66,2327,66,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,8,-0.03592,0.01542,-0.06615,-0.00569,2131,60,2131,60,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,9,-0.01225,0.01757,-0.04669,0.02219,1934,51,1934,51,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,10,0.00934,0.01669,-0.02337,0.04206,1743,47,1743,47,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,11,0.00213,0.01669,-0.03057,0.03484,1555,43,1555,43,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,12,0.02913,0.01644,-0.0031,0.06136,1372,40,1372,40,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,13,0.02413,0.01633,-0.00788,0.05614,1195,39,1195,39,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,14,0.01715,0.01518,-0.0126,0.0469,1026,37,1026,37,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_climate_std,ln_affected_rate_climate_std,15,0.026950000000000002,0.01678,-0.00593,0.05984,863,35,863,35,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-5,-0.08747,0.01049,-0.10804,-0.0669,1738,18,1738,18,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-4,-0.04446,0.00639,-0.05698,-0.03194,2149,23,2149,23,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-3,-0.01971,0.00541,-0.03031,-0.00911,2563,27,2563,27,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-2,-0.03181,0.00514,-0.04188,-0.02174,2997,41,2997,41,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-1,-0.0075,0.00245,-0.01229,-0.0027,3434,46,3434,46,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,1,0.00969,0.00189,0.00598,0.0134,3662,51,3662,51,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,2,0.02691,0.00365,0.01975,0.03407,3439,50,3439,50,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,3,0.01811,0.00414,0.00999,0.02622,3213,41,3213,41,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,4,0.02057,0.00488,0.01101,0.03013,3000,39,3000,39,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,5,0.03947,0.00681,0.02613,0.05282,2789,36,2789,36,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,6,0.03037,0.00797,0.01474,0.046,2582,34,2582,34,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,7,0.03849,0.00783,0.02314,0.05385,2377,32,2377,32,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,8,0.02865,0.00776,0.01344,0.04387,2173,29,2173,29,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,9,0.00975,0.00914,-0.00817,0.02768,1971,27,1971,27,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,10,0.00656,0.01034,-0.0137,0.02682,1769,25,1769,25,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,11,-0.0157,0.01134,-0.03792,0.00652,1575,24,1575,24,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,12,0.00462,0.01077,-0.01649,0.02573,1381,23,1381,23,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,13,0.01423,0.01028,-0.00591,0.03437,1358,23,1358,23,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,14,5e-4,0.0099,-0.0189,0.0199,1336,23,1336,23,1950,1970,NA,NA
window_1950_1970_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,15,-0.01948,0.00871,-0.03655,-0.00241,1137,20,1137,20,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,-5,-0.00173,0.00549,-0.01249,0.00902,1650,44,1650,44,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,-4,7.4e-4,0.00473,-0.00853,0.01,2026,51,2026,51,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,-3,-1.4e-4,0.00367,-0.00735,0.00706,2411,58,2411,58,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,-2,7.3e-4,0.00234,-0.00386,0.00531,2817,67,2817,67,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,-1,7.3e-4,0.00123,-0.00169,0.00315,3240,76,3240,76,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,0,0,0,NA,NA,0,0,0,0,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,1,-0.00331,0.00116,-0.00559,-0.00103,3467,87,3467,87,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,2,-0.00382,0.00214,-0.008,3.7e-4,3250,83,3250,83,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,3,-0.00327,0.00294,-0.00905,0.0025,3039,79,3039,79,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,4,-0.00457,0.00359,-0.01161,0.00246,2833,75,2833,75,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,5,-0.00712,0.00438,-0.01571,0.00147,2635,73,2635,73,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,6,-0.00969,0.00527,-0.02003,6.5e-4,2436,68,2436,68,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,7,-0.01304,0.00542,-0.02367,-0.00242,2244,61,2244,61,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,8,-0.01788,0.0061,-0.02983,-0.00593,2055,57,2055,57,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,9,-0.00831,0.00699,-0.02201,0.00538,1862,50,1862,50,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,10,0.00116,0.00673,-0.01204,0.01435,1674,46,1674,46,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,11,-0.0013,0.00681,-0.01464,0.01204,1489,42,1489,42,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,12,0.0116,0.00717,-0.00245,0.02566,1309,39,1309,39,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,13,0.00708,0.00706,-0.00676,0.02092,1272,39,1272,39,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,14,0.0041,0.00716,-0.00992,0.01813,1100,37,1100,37,1950,1970,NA,NA
window_1950_1970_ln_death_rate_climate_std,ln_death_rate_climate_std,15,0.00731,0.00739,-0.00718,0.02181,932,35,932,35,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-5,-0.08064,0.00932,-0.09891,-0.06237,1756,17,1756,17,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-4,-0.0561,0.00785,-0.0715,-0.04071,2169,22,2169,22,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-3,-0.0187,0.00437,-0.02726,-0.01013,2584,25,2584,25,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-2,-0.02551,0.00389,-0.03313,-0.01789,3020,39,3020,39,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-1,-0.00445,0.00194,-0.00825,-6.6e-4,3460,45,3460,45,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,1,0.01306,0.00126,0.01058,0.01553,3689,49,3689,49,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,2,0.01555,0.00243,0.01079,0.0203,3464,48,3464,48,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,3,0.01532,0.00294,0.00956,0.02107,3237,39,3237,39,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,4,0.01795,0.00374,0.01062,0.02528,3024,38,3024,38,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,5,0.02595,0.00448,0.01716,0.03473,2812,35,2812,35,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,6,0.02782,0.00511,0.0178,0.03784,2603,33,2603,33,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,7,0.0251,0.00548,0.01436,0.03584,2396,31,2396,31,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,8,0.01312,0.00537,0.00259,0.02365,2192,29,2192,29,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,9,0.00513,0.00622,-0.00706,0.01733,1989,27,1989,27,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,10,1e-4,0.00664,-0.01292,0.01312,1785,25,1785,25,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,11,0.01012,0.0072,-0.004,0.02424,1589,24,1589,24,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,12,0.01861,0.00855,0.0018600000000000001,0.03537,1394,23,1394,23,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,13,0.00543,0.00879,-0.0118,0.02265,1373,23,1373,23,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,14,7.7e-4,0.00945,-0.01774,0.01929,1353,23,1353,23,1950,1970,NA,NA
window_1950_1970_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,15,-0.02352,0.00964,-0.04241,-0.00463,1152,20,1152,20,1950,1970,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-5,-0.04374,0.01,-0.06334,-0.024140000000000002,1523,72,1523,72,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-4,-0.02433,0.00841,-0.0408,-0.00785,1876,81,1876,81,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-3,-0.02505,0.00763,-0.04,-0.0101,2263,87,2263,87,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-2,-0.01031,0.00563,-0.02135,7.4e-4,2669,94,2669,94,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-1,-0.00236,0.00335,-0.00893,0.00421,3095,102,3095,102,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,0,0,0,NA,NA,0,0,0,0,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,1,1.5e-4,0.00326,-0.00625,0.00654,3320,113,3320,113,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,2,0.00892,0.00584,-0.00253,0.02037,3101,108,3101,108,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,3,0.00404,0.00775,-0.01115,0.01923,2887,105,2887,105,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,4,0.00471,0.00881,-0.01257,0.02198,2679,104,2679,104,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,5,0.00239,0.00998,-0.01716,0.02195,2473,100,2473,100,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,6,-0.00651,0.01076,-0.02759,0.01457,2273,97,2273,97,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,7,-0.003,0.01192,-0.02636,0.02036,2076,93,2076,93,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,8,-0.00114,0.01213,-0.02492,0.02263,1881,86,1881,86,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,9,-0.01672,0.01253,-0.04128,0.00784,1698,79,1698,79,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,10,-0.03626,0.01249,-0.06074,-0.01178,1524,73,1524,73,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,11,-0.04431,0.01224,-0.0683,-0.02032,1358,66,1358,66,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,12,-0.06008,0.01222,-0.08403,-0.03614,1197,57,1197,57,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,13,-0.06688,0.01328,-0.0929,-0.04085,1043,49,1043,49,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,14,-0.05208,0.01304,-0.07763,-0.02652,892,37,892,37,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_climate_std,ln_affected_rate_climate_std,15,-0.03243,0.01325,-0.05839,-0.00646,755,32,755,32,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-5,-0.02409,0.00969,-0.04309,-0.00509,2034,36,2034,36,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-4,-0.02492,0.00768,-0.03997,-0.00988,2272,39,2272,39,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-3,-0.02584,0.00615,-0.03788,-0.01379,2693,42,2693,42,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-2,-0.03024,0.00429,-0.03864,-0.02184,3122,48,3122,48,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-1,-0.01342,0.00224,-0.01781,-0.00903,3390,53,3390,53,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,1,0.01047,0.00217,0.00622,0.01473,3620,58,3620,58,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,2,0.02136,0.00401,0.01351,0.02922,3568,58,3568,58,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,3,0.02758,0.00555,0.01671,0.03845,3348,56,3348,56,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,4,0.03367,0.00704,0.01987,0.04748,3131,55,3131,55,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,5,0.03913,0.00817,0.02312,0.05513,3089,55,3089,55,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,6,0.03977,0.00924,0.02166,0.05788,2875,52,2875,52,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,7,0.03831,0.00997,0.01876,0.05786,2664,51,2664,51,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,8,0.026950000000000002,0.00956,0.00821,0.0457,2447,42,2447,42,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,9,0.03277,0.00934,0.01447,0.05107,2239,39,2239,39,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,10,0.05346,0.01057,0.03274,0.07418,2032,34,2032,34,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,11,0.04191,0.01094,0.02046,0.06336,1832,32,1832,32,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,12,0.03269,0.01055,0.01202,0.05336,1632,28,1632,28,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,13,0.02586,0.00969,0.00686,0.04485,1438,25,1438,25,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,14,0.00917,0.00881,-0.00809,0.02643,1247,22,1247,22,1955,1975,NA,NA
window_1955_1975_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,15,0.00895,0.00845,-0.00762,0.02551,1066,20,1066,20,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,-5,-0.0203,0.01204,-0.0439,0.0033,1679,55,1679,55,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,-4,-0.00327,0.00668,-0.01636,0.00982,2042,63,2042,63,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,-3,-0.00465,0.00499,-0.01443,0.00513,2294,67,2294,67,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,-2,0.00451,0.00316,-0.00169,0.01071,2696,72,2696,72,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,-1,0.00507,0.00178,0.00158,0.00856,3120,79,3120,79,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,0,0,0,NA,NA,0,0,0,0,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,1,-0.0069,0.00167,-0.01017,-0.00364,3345,90,3345,90,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,2,-0.00664,0.00312,-0.01275,-5.4e-4,3128,86,3128,86,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,3,-0.0133,0.0044,-0.02192,-0.00468,2920,85,2920,85,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,4,-0.01561,0.00519,-0.02577,-0.00544,2848,85,2848,85,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,5,-0.02053,0.00642,-0.03312,-0.00794,2642,82,2642,82,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,6,-0.03157,0.00737,-0.04601,-0.01713,2443,81,2443,81,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,7,-0.03419,0.00853,-0.05091,-0.01748,2245,77,2245,77,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,8,-0.03073,0.00852,-0.04743,-0.01403,2052,73,2052,73,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,9,-0.0433,0.00867,-0.06029,-0.02631,1867,68,1867,68,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,10,-0.05387,0.00899,-0.07148,-0.03626,1690,66,1690,66,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,11,-0.06033,0.00938,-0.07872,-0.04195,1515,58,1515,58,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,12,-0.07156,0.00934,-0.08986,-0.05327,1348,50,1348,50,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,13,-0.06525,0.00932,-0.08352,-0.04698,1186,45,1186,45,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,14,-0.04534,0.00851,-0.06202,-0.02865,1025,36,1025,36,1955,1975,NA,NA
window_1955_1975_ln_death_rate_climate_std,ln_death_rate_climate_std,15,-0.02983,0.00837,-0.04623,-0.01343,872,31,872,31,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-5,-0.05484,0.01553,-0.08528,-0.0244,2089,31,2089,31,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-4,-0.04418,0.01083,-0.06541,-0.02294,2326,35,2326,35,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-3,-0.03761,0.00893,-0.05511,-0.02011,2568,37,2568,37,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-2,-0.02998,0.00478,-0.03934,-0.02062,2998,41,2998,41,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-1,-0.01078,0.00203,-0.01475,-0.00681,3441,46,3441,46,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,1,0.00873,0.00185,0.0051,0.01235,3671,51,3671,51,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,2,0.0197,0.00374,0.01237,0.02703,3446,50,3446,50,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,3,0.02804,0.00536,0.01754,0.03854,3226,49,3226,49,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,4,0.03274,0.00709,0.01884,0.04664,3188,49,3188,49,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,5,0.04033,0.00819,0.02427,0.05639,3151,49,3151,49,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,6,0.03668,0.00865,0.01973,0.05363,2938,48,2938,48,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,7,0.03319,0.00909,0.01538,0.05101,2725,46,2725,46,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,8,0.02301,0.00927,0.00483,0.04119,2507,37,2507,37,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,9,0.03059,0.00967,0.01163,0.04954,2298,35,2298,35,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,10,0.05177,0.01057,0.03106,0.07248,2088,30,2088,30,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,11,0.03841,0.01098,0.0169,0.05993,1884,28,1884,28,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,12,0.0348,0.01102,0.0132,0.05639,1681,25,1681,25,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,13,0.01803,0.00912,1.6e-4,0.0359,1484,23,1484,23,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,14,0.00398,0.0096,-0.01485,0.0228,1289,21,1289,21,1955,1975,NA,NA
window_1955_1975_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,15,0.00378,0.00924,-0.01432,0.02188,1103,19,1103,19,1955,1975,NA,NA
window_1960_1980_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-5,-0.11042,0.02703,-0.1634,-0.05744,1220,54,1220,54,1960,1980,NA,NA
